State		Name		Frequency 		CumlFreq		Rank		City
US-TX		MIKESELL		0.001		69.4		8547		Austin
US-TX		MCDOUGALD		0.001		69.402		8548		Houston
US-TX		MCBURNEY		0.001		69.403		8549		Austin
US-TX		MAURICIO		0.001		69.404		8550		Houston
US-TX		MARISCAL		0.001		69.406		8551		Austin
US-TX		LUI		0.001		69.407		8552		Houston
US-TX		LOZIER		0.001		69.408		8553		Dallas
US-TX		LINGERFELT		0.001		69.409		8554		Austin
US-TX		LEGERE		0.001		69.411		8555		Dallas
US-TX		LATOUR		0.001		69.412		8556		Dallas
US-TX		LAGUNAS		0.001		69.413		8557		Austin
US-TX		LACOUR		0.001		69.415		8558		Houston
US-TX		KURTH		0.001		69.416		8559		Houston
US-TX		KU		0.001		69.417		8560		Dallas
US-TX		KILLEN		0.001		69.418		8561		Austin
US-TX		KIELY		0.001		69.42		8562		Austin
US-TX		KAYSER		0.001		69.421		8563		Austin
US-TX		KAHLE		0.001		69.422		8564		Dallas
US-TX		JULIUS		0.001		69.424		8565		Dallas
US-TX		ISLEY		0.001		69.425		8566		Austin
US-TX		HUERTAS		0.001		69.426		8567		Austin
US-TX		HOWER		0.001		69.427		8568		Houston
US-TX		HINZ		0.001		69.429		8569		Dallas
US-TX		HAUGH		0.001		69.43		8570		Austin
US-TX		GUMM		0.001		69.431		8571		Houston
US-TX		GIVEN		0.001		69.433		8572		Dallas
US-TX		GALICIA		0.001		69.434		8573		Houston
US-TX		FORTUNATO		0.001		69.435		8574		Houston
US-TX		FLAKE		0.001		69.436		8575		Dallas
US-TX		DUNLEAVY		0.001		69.438		8576		Austin
US-TX		DUGGINS		0.001		69.439		8577		Houston
US-TX		DOBY		0.001		69.44		8578		Dallas
US-TX		DIGIOVANNI		0.001		69.442		8579		Houston
US-TX		DEVANEY		0.001		69.443		8580		Dallas
US-TX		DELTORO		0.001		69.444		8581		Dallas
US-TX		CRIBB		0.001		69.445		8582		Houston
US-TX		CRANK		0.001		69.447		8583		Austin
US-TX		CORPUZ		0.001		69.448		8584		Austin
US-TX		CORONEL		0.001		69.449		8585		Austin
US-TX		COMFORT		0.001		69.451		8586		Dallas
US-TX		COEN		0.001		69.452		8587		Dallas
US-TX		CHARBONNEAU		0.001		69.453		8588		Austin
US-TX		CAINE		0.001		69.454		8589		Dallas
US-TX		BURCHETTE		0.001		69.456		8590		Austin
US-TX		BLAKEY		0.001		69.457		8591		Austin
US-TX		BLAKEMORE		0.001		69.458		8592		Austin
US-TX		BERGQUIST		0.001		69.46		8593		Dallas
US-TX		BEENE		0.001		69.461		8594		Dallas
US-TX		BEAUDETTE		0.001		69.462		8595		Dallas
US-TX		BAYLES		0.001		69.463		8596		Dallas
US-TX		BALLANCE		0.001		69.465		8597		Houston
US-TX		BAKKER		0.001		69.466		8598		Austin
US-TX		BAILES		0.001		69.467		8599		Austin
US-TX		ASBERRY		0.001		69.469		8600		Austin
US-TX		ARWOOD		0.001		69.47		8601		Austin
US-TX		ZUCKER		0.001		69.471		8602		Dallas
US-TX		WILLMAN		0.001		69.472		8603		Austin
US-TX		WHITESELL		0.001		69.474		8604		Dallas
US-TX		WALD		0.001		69.475		8605		Austin
US-TX		WALCOTT		0.001		69.476		8606		Austin
US-TX		VANCLEAVE		0.001		69.478		8607		Austin
US-TX		TRUMP		0.001		69.479		8608		Houston
US-TX		TRAIL		0.001		69.48		8609		Houston
US-TX		STRASSER		0.001		69.481		8610		Houston
US-TX		SIMAS		0.001		69.483		8611		Austin
US-TX		SHORTS		0.001		69.484		8612		Austin
US-TX		SHICK		0.001		69.485		8613		Houston
US-TX		SCHLEICHER		0.001		69.486		8614		Dallas
US-TX		SCHAAL		0.001		69.488		8615		Houston
US-TX		SALEH		0.001		69.489		8616		Austin
US-TX		ROTZ		0.001		69.49		8617		Dallas
US-TX		RESNICK		0.001		69.492		8618		Austin
US-TX		RAPHAEL		0.001		69.493		8619		Dallas
US-TX		RAINER		0.001		69.494		8620		Austin
US-TX		PARTEE		0.001		69.495		8621		Dallas
US-TX		OLLIS		0.001		69.497		8622		Dallas
US-TX		OLLER		0.001		69.498		8623		Dallas
US-TX		ODAY		0.001		69.499		8624		Austin
US-TX		NOLES		0.001		69.5		8625		Dallas
US-TX		MUNDAY		0.001		69.502		8626		Houston
US-TX		MOUNTAIN		0.001		69.503		8627		Houston
US-TX		MONG		0.001		69.504		8628		Dallas
US-TX		MILLICAN		0.001		69.506		8629		Dallas
US-TX		MERWIN		0.001		69.507		8630		Houston
US-TX		MAZZOLA		0.001		69.508		8631		Houston
US-TX		MANSELL		0.001		69.509		8632		Austin
US-TX		MAGALLANES		0.001		69.511		8633		Dallas
US-TX		LLANES		0.001		69.512		8634		Houston
US-TX		LEWELLEN		0.001		69.513		8635		Dallas
US-TX		LEPORE		0.001		69.514		8636		Houston
US-TX		KISNER		0.001		69.516		8637		Houston
US-TX		KEESEE		0.001		69.517		8638		Houston
US-TX		JIM		0.001		69.518		8639		Dallas
US-TX		JEANLOUIS		0.001		69.52		8640		Dallas
US-TX		INGHAM		0.001		69.521		8641		Austin
US-TX		HORNBECK		0.001		69.522		8642		Houston
US-TX		HERMES		0.001		69.523		8643		Austin
US-TX		HAWN		0.001		69.525		8644		Austin
US-TX		HARTZ		0.001		69.526		8645		Austin
US-TX		HARBER		0.001		69.527		8646		Austin
US-TX		HAFFNER		0.001		69.528		8647		Houston
US-TX		GUTSHALL		0.001		69.53		8648		Dallas
US-TX		GUTH		0.001		69.531		8649		Austin
US-TX		GRAYS		0.001		69.532		8650		Dallas
US-TX		GRAMS		0.001		69.534		8651		Houston
US-TX		GOWAN		0.001		69.535		8652		Austin
US-TX		FINLAY		0.001		69.536		8653		Austin
US-TX		FINKELSTEIN		0.001		69.537		8654		Austin
US-TX		EYLER		0.001		69.539		8655		Houston
US-TX		ENLOE		0.001		69.54		8656		Dallas
US-TX		DUNGAN		0.001		69.541		8657		Austin
US-TX		DIEZ		0.001		69.542		8658		Houston
US-TX		DEARMAN		0.001		69.544		8659		Dallas
US-TX		DANN		0.001		69.545		8660		Dallas
US-TX		CULL		0.001		69.546		8661		Houston
US-TX		CROSSON		0.001		69.547		8662		Austin
US-TX		CREEK		0.001		69.549		8663		Dallas
US-TX		CHRONISTER		0.001		69.55		8664		Houston
US-TX		CASSITY		0.001		69.551		8665		Houston
US-TX		CAMPION		0.001		69.553		8666		Houston
US-TX		CALLIHAN		0.001		69.554		8667		Houston
US-TX		BUTZ		0.001		69.555		8668		Austin
US-TX		BREAZEALE		0.001		69.556		8669		Austin
US-TX		BLUMENTHAL		0.001		69.558		8670		Dallas
US-TX		BILLY		0.001		69.559		8671		Houston
US-TX		BERKEY		0.001		69.56		8672		Houston
US-TX		BATTY		0.001		69.561		8673		Houston
US-TX		BATTON		0.001		69.563		8674		Austin
US-TX		BARGE		0.001		69.564		8675		Austin
US-TX		ARVIZU		0.001		69.565		8676		Austin
US-TX		ALEXIS		0.001		69.567		8677		Austin
US-TX		ALDERETE		0.001		69.568		8678		Austin
US-TX		ALDANA		0.001		69.569		8679		Austin
US-TX		ALBAUGH		0.001		69.57		8680		Austin
US-TX		ABERNETHY		0.001		69.572		8681		Austin
US-TX		WORK		0.001		69.573		8682		Austin
US-TX		WOLTER		0.001		69.574		8683		Dallas
US-TX		WILLE		0.001		69.575		8684		Austin
US-TX		TWEED		0.001		69.577		8685		Houston
US-TX		TOLLEFSON		0.001		69.578		8686		Austin
US-TX		THOMASSON		0.001		69.579		8687		Austin
US-TX		TETER		0.001		69.58		8688		Dallas
US-TX		TESTERMAN		0.001		69.582		8689		Austin
US-TX		SPROUL		0.001		69.583		8690		Austin
US-TX		SPATES		0.001		69.584		8691		Houston
US-TX		SOUTHWICK		0.001		69.585		8692		Dallas
US-TX		SOUKUP		0.001		69.587		8693		Dallas
US-TX		SKELLY		0.001		69.588		8694		Austin
US-TX		SENTER		0.001		69.589		8695		Dallas
US-TX		SEALEY		0.001		69.59		8696		Austin
US-TX		SAWICKI		0.001		69.592		8697		Austin
US-TX		SARGEANT		0.001		69.593		8698		Houston
US-TX		ROSSITER		0.001		69.594		8699		Dallas
US-TX		ROSEMOND		0.001		69.596		8700		Dallas
US-TX		REPP		0.001		69.597		8701		Houston
US-TX		POUND		0.001		69.598		8702		Austin
US-TX		PINK		0.001		69.599		8703		Houston
US-TX		PIFER		0.001		69.601		8704		Dallas
US-TX		ORMSBY		0.001		69.602		8705		Houston
US-TX		NICKELSON		0.001		69.603		8706		Houston
US-TX		NAUMANN		0.001		69.604		8707		Houston
US-TX		MORABITO		0.001		69.606		8708		Austin
US-TX		MONZON		0.001		69.607		8709		Dallas
US-TX		MILLSAPS		0.001		69.608		8710		Austin
US-TX		MILLEN		0.001		69.609		8711		Austin
US-TX		MCELRATH		0.001		69.611		8712		Dallas
US-TX		MARCOUX		0.001		69.612		8713		Austin
US-TX		MANTOOTH		0.001		69.613		8714		Houston
US-TX		MADSON		0.001		69.614		8715		Dallas
US-TX		MACNEIL		0.001		69.616		8716		Dallas
US-TX		MACKINNON		0.001		69.617		8717		Austin
US-TX		LOUQUE		0.001		69.618		8718		Houston
US-TX		LEISTER		0.001		69.619		8719		Houston
US-TX		LAMPLEY		0.001		69.621		8720		Dallas
US-TX		KUSHNER		0.001		69.622		8721		Dallas
US-TX		KROUSE		0.001		69.623		8722		Dallas
US-TX		KIRWAN		0.001		69.624		8723		Dallas
US-TX		JUNE		0.001		69.626		8724		Houston
US-TX		JESSEE		0.001		69.627		8725		Houston
US-TX		JANSON		0.001		69.628		8726		Houston
US-TX		JAHN		0.001		69.629		8727		Houston
US-TX		JACQUEZ		0.001		69.631		8728		Dallas
US-TX		ISLAS		0.001		69.632		8729		Houston
US-TX		HUTT		0.001		69.633		8730		Austin
US-TX		HOLLADAY		0.001		69.634		8731		Houston
US-TX		HILLYER		0.001		69.636		8732		Dallas
US-TX		HEPBURN		0.001		69.637		8733		Austin
US-TX		HENSEL		0.001		69.638		8734		Austin
US-TX		HARROLD		0.001		69.639		8735		Dallas
US-TX		GUADALUPE		0.001		69.641		8736		Dallas
US-TX		GINGRICH		0.001		69.642		8737		Dallas
US-TX		GEIS		0.001		69.643		8738		Austin
US-TX		GALES		0.001		69.645		8739		Dallas
US-TX		FULTS		0.001		69.646		8740		Austin
US-TX		FINNELL		0.001		69.647		8741		Austin
US-TX		FERRI		0.001		69.648		8742		Austin
US-TX		FEATHERSTON		0.001		69.65		8743		Austin
US-TX		EPLEY		0.001		69.651		8744		Austin
US-TX		EBERSOLE		0.001		69.652		8745		Dallas
US-TX		EAMES		0.001		69.653		8746		Houston
US-TX		DUNIGAN		0.001		69.655		8747		Austin
US-TX		DRYE		0.001		69.656		8748		Austin
US-TX		DISMUKE		0.001		69.657		8749		Dallas
US-TX		DEVAUGHN		0.001		69.658		8750		Dallas
US-TX		DELORENZO		0.001		69.66		8751		Austin
US-TX		DAMIANO		0.001		69.661		8752		Austin
US-TX		CONFER		0.001		69.662		8753		Dallas
US-TX		COLLUM		0.001		69.663		8754		Austin
US-TX		CLOWER		0.001		69.665		8755		Houston
US-TX		CLOW		0.001		69.666		8756		Houston
US-TX		CLAUSSEN		0.001		69.667		8757		Houston
US-TX		CLACK		0.001		69.668		8758		Austin
US-TX		CAYLOR		0.001		69.67		8759		Houston
US-TX		CAWTHON		0.001		69.671		8760		Austin
US-TX		CASIAS		0.001		69.672		8761		Dallas
US-TX		CARRENO		0.001		69.673		8762		Austin
US-TX		CARLO		0.001		69.675		8763		Dallas
US-TX		BLUHM		0.001		69.676		8764		Dallas
US-TX		BINGAMAN		0.001		69.677		8765		Austin
US-TX		BEWLEY		0.001		69.678		8766		Austin
US-TX		BELEW		0.001		69.68		8767		Houston
US-TX		BECKNER		0.001		69.681		8768		Austin
US-TX		BEAMER		0.001		69.682		8769		Dallas
US-TX		BAREFOOT		0.001		69.683		8770		Houston
US-TX		AULD		0.001		69.685		8771		Dallas
US-TX		AMEY		0.001		69.686		8772		Houston
US-TX		WOLFENBARGER		0.001		69.687		8773		Austin
US-TX		WILKEY		0.001		69.688		8774		Houston
US-TX		WICKLUND		0.001		69.69		8775		Dallas
US-TX		WALTMAN		0.001		69.691		8776		Austin
US-TX		VILLALBA		0.001		69.692		8777		Dallas
US-TX		VALERO		0.001		69.693		8778		Dallas
US-TX		VALDOVINOS		0.001		69.695		8779		Austin
US-TX		UNG		0.001		69.696		8780		Austin
US-TX		ULLRICH		0.001		69.697		8781		Austin
US-TX		TYUS		0.001		69.698		8782		Dallas
US-TX		TWYMAN		0.001		69.7		8783		Houston
US-TX		TROST		0.001		69.701		8784		Houston
US-TX		TARDIF		0.001		69.702		8785		Dallas
US-TX		TANGUAY		0.001		69.703		8786		Houston
US-TX		STRIPLING		0.001		69.705		8787		Dallas
US-TX		STEINBACH		0.001		69.706		8788		Houston
US-TX		SHUMPERT		0.001		69.707		8789		Houston
US-TX		SASAKI		0.001		69.708		8790		Dallas
US-TX		SAPPINGTON		0.001		69.71		8791		Dallas
US-TX		SANDUSKY		0.001		69.711		8792		Austin
US-TX		REINHOLD		0.001		69.712		8793		Dallas
US-TX		REINERT		0.001		69.713		8794		Dallas
US-TX		QUIJANO		0.001		69.714		8795		Dallas
US-TX		PYE		0.001		69.716		8796		Houston
US-TX		POOR		0.001		69.717		8797		Houston
US-TX		PLACENCIA		0.001		69.718		8798		Houston
US-TX		PINKARD		0.001		69.719		8799		Dallas
US-TX		PHINNEY		0.001		69.721		8800		Austin
US-TX		PERROTTA		0.001		69.722		8801		Austin
US-TX		PERNELL		0.001		69.723		8802		Austin
US-TX		PARRETT		0.001		69.724		8803		Houston
US-TX		OXENDINE		0.001		69.726		8804		Houston
US-TX		OWENSBY		0.001		69.727		8805		Austin
US-TX		ORMAN		0.001		69.728		8806		Houston
US-TX		NUNO		0.001		69.729		8807		Houston
US-TX		MORI		0.001		69.731		8808		Dallas
US-TX		MCROBERTS		0.001		69.732		8809		Dallas
US-TX		MCNEESE		0.001		69.733		8810		Austin
US-TX		MCKAMEY		0.001		69.734		8811		Austin
US-TX		MCCULLUM		0.001		69.736		8812		Houston
US-TX		MARKEL		0.001		69.737		8813		Austin
US-TX		MARDIS		0.001		69.738		8814		Houston
US-TX		MAINES		0.001		69.739		8815		Austin
US-TX		LUECK		0.001		69.741		8816		Dallas
US-TX		LUBIN		0.001		69.742		8817		Austin
US-TX		LEFLER		0.001		69.743		8818		Austin
US-TX		LEFFLER		0.001		69.744		8819		Dallas
US-TX		LAVERY		0.001		69.745		8820		Houston
US-TX		LARIOS		0.001		69.747		8821		Austin
US-TX		LABARBERA		0.001		69.748		8822		Dallas
US-TX		KERSHNER		0.001		69.749		8823		Austin
US-TX		JOSEY		0.001		69.75		8824		Austin
US-TX		JEANBAPTISTE		0.001		69.752		8825		Houston
US-TX		IZAGUIRRE		0.001		69.753		8826		Austin
US-TX		HERMOSILLO		0.001		69.754		8827		Dallas
US-TX		HAVILAND		0.001		69.755		8828		Houston
US-TX		HARTSHORN		0.001		69.757		8829		Austin
US-TX		HAMLET		0.001		69.758		8830		Houston
US-TX		HAFNER		0.001		69.759		8831		Houston
US-TX		GINTER		0.001		69.76		8832		Dallas
US-TX		GETTY		0.001		69.762		8833		Austin
US-TX		FRANCK		0.001		69.763		8834		Houston
US-TX		FISKE		0.001		69.764		8835		Houston
US-TX		EMMETT		0.001		69.765		8836		Austin
US-TX		DUFRENE		0.001		69.767		8837		Dallas
US-TX		DOODY		0.001		69.768		8838		Austin
US-TX		DAVIE		0.001		69.769		8839		Houston
US-TX		DANGERFIELD		0.001		69.77		8840		Dallas
US-TX		DAHLBERG		0.001		69.772		8841		Austin
US-TX		CUTHBERTSON		0.001		69.773		8842		Dallas
US-TX		CRONE		0.001		69.774		8843		Houston
US-TX		COFFELT		0.001		69.775		8844		Houston
US-TX		CLAUS		0.001		69.776		8845		Austin
US-TX		CHIDESTER		0.001		69.778		8846		Austin
US-TX		CHESSON		0.001		69.779		8847		Austin
US-TX		CAULEY		0.001		69.78		8848		Dallas
US-TX		CAUDELL		0.001		69.781		8849		Austin
US-TX		CANTARA		0.001		69.783		8850		Houston
US-TX		CAMPO		0.001		69.784		8851		Dallas
US-TX		CAINES		0.001		69.785		8852		Austin
US-TX		BULLIS		0.001		69.786		8853		Dallas
US-TX		BUCCI		0.001		69.788		8854		Houston
US-TX		BROCHU		0.001		69.789		8855		Houston
US-TX		BOSCO		0.001		69.79		8856		Dallas
US-TX		BOGARD		0.001		69.791		8857		Houston
US-TX		BICKERSTAFF		0.001		69.793		8858		Austin
US-TX		BENNING		0.001		69.794		8859		Dallas
US-TX		ARZOLA		0.001		69.795		8860		Dallas
US-TX		ANTONELLI		0.001		69.796		8861		Houston
US-TX		ADKINSON		0.001		69.798		8862		Austin
US-TX		ZELLERS		0.001		69.799		8863		Houston
US-TX		WULF		0.001		69.8		8864		Dallas
US-TX		WORSLEY		0.001		69.801		8865		Austin
US-TX		WOOLRIDGE		0.001		69.802		8866		Houston
US-TX		WHITTON		0.001		69.804		8867		Dallas
US-TX		WESTERFIELD		0.001		69.805		8868		Houston
US-TX		WALCZAK		0.001		69.806		8869		Austin
US-TX		VASSAR		0.001		69.807		8870		Dallas
US-TX		TRUETT		0.001		69.809		8871		Houston
US-TX		TRUEBLOOD		0.001		69.81		8872		Dallas
US-TX		TRAWICK		0.001		69.811		8873		Dallas
US-TX		TOWNSLEY		0.001		69.812		8874		Dallas
US-TX		TOPPING		0.001		69.813		8875		Austin
US-TX		TOBAR		0.001		69.815		8876		Houston
US-TX		TELFORD		0.001		69.816		8877		Dallas
US-TX		SUNG		0.001		69.817		8878		Austin
US-TX		STEVERSON		0.001		69.818		8879		Austin
US-TX		STAGG		0.001		69.82		8880		Dallas
US-TX		SITTON		0.001		69.821		8881		Houston
US-TX		SILL		0.001		69.822		8882		Austin
US-TX		SHERRELL		0.001		69.823		8883		Houston
US-TX		SERGENT		0.001		69.824		8884		Dallas
US-TX		SCHOENFELD		0.001		69.826		8885		Austin
US-TX		SARABIA		0.001		69.827		8886		Houston
US-TX		RUTKOWSKI		0.001		69.828		8887		Dallas
US-TX		RUBENSTEIN		0.001		69.829		8888		Austin
US-TX		RIGDON		0.001		69.831		8889		Dallas
US-TX		PRENTISS		0.001		69.832		8890		Austin
US-TX		POMERLEAU		0.001		69.833		8891		Houston
US-TX		PLUMLEE		0.001		69.834		8892		Austin
US-TX		PHOENIX		0.001		69.835		8893		Dallas
US-TX		PHILBRICK		0.001		69.837		8894		Dallas
US-TX		PEER		0.001		69.838		8895		Austin
US-TX		PATTY		0.001		69.839		8896		Dallas
US-TX		PATNODE		0.001		69.84		8897		Dallas
US-TX		OLOUGHLIN		0.001		69.842		8898		Austin
US-TX		OBREGON		0.001		69.843		8899		Dallas
US-TX		NUSS		0.001		69.844		8900		Austin
US-TX		NAPOLEON		0.001		69.845		8901		Austin
US-TX		MORELL		0.001		69.847		8902		Austin
US-TX		MOOSE		0.001		69.848		8903		Austin
US-TX		MIKELL		0.001		69.849		8904		Dallas
US-TX		MELE		0.001		69.85		8905		Austin
US-TX		MCINERNEY		0.001		69.851		8906		Dallas
US-TX		MCGUIGAN		0.001		69.853		8907		Dallas
US-TX		MCBRAYER		0.001		69.854		8908		Dallas
US-TX		LORE		0.001		69.855		8909		Austin
US-TX		LOR		0.001		69.856		8910		Houston
US-TX		LOOK		0.001		69.858		8911		Austin
US-TX		LOLLAR		0.001		69.859		8912		Austin
US-TX		LAKES		0.001		69.86		8913		Austin
US-TX		KUEHL		0.001		69.861		8914		Dallas
US-TX		KINZER		0.001		69.862		8915		Dallas
US-TX		KAMP		0.001		69.864		8916		Dallas
US-TX		JOPLIN		0.001		69.865		8917		Houston
US-TX		JACOBI		0.001		69.866		8918		Austin
US-TX		HOWELLS		0.001		69.867		8919		Dallas
US-TX		HOLSTEIN		0.001		69.869		8920		Austin
US-TX		HEDDEN		0.001		69.87		8921		Dallas
US-TX		HASSLER		0.001		69.871		8922		Houston
US-TX		HARTY		0.001		69.872		8923		Houston
US-TX		HALLE		0.001		69.873		8924		Dallas
US-TX		GREIG		0.001		69.875		8925		Dallas
US-TX		GRANVILLE		0.001		69.876		8926		Houston
US-TX		GOUGE		0.001		69.877		8927		Houston
US-TX		GOODRUM		0.001		69.878		8928		Dallas
US-TX		GERHART		0.001		69.88		8929		Houston
US-TX		GEIER		0.001		69.881		8930		Dallas
US-TX		GEDDES		0.001		69.882		8931		Austin
US-TX		GAST		0.001		69.883		8932		Houston
US-TX		FOREHAND		0.001		69.884		8933		Houston
US-TX		FERREE		0.001		69.886		8934		Dallas
US-TX		FENDLEY		0.001		69.887		8935		Austin
US-TX		FELTNER		0.001		69.888		8936		Houston
US-TX		FANG		0.001		69.889		8937		Dallas
US-TX		ESQUEDA		0.001		69.891		8938		Houston
US-TX		ENCARNACION		0.001		69.892		8939		Houston
US-TX		EICHLER		0.001		69.893		8940		Dallas
US-TX		EGGER		0.001		69.894		8941		Austin
US-TX		EDMUNDSON		0.001		69.895		8942		Austin
US-TX		EATMON		0.001		69.897		8943		Dallas
US-TX		DRAGON		0.001		69.898		8944		Austin
US-TX		DOUD		0.001		69.899		8945		Houston
US-TX		DONOHOE		0.001		69.9		8946		Houston
US-TX		DONELSON		0.001		69.902		8947		Dallas
US-TX		DILORENZO		0.001		69.903		8948		Austin
US-TX		DIGIACOMO		0.001		69.904		8949		Austin
US-TX		DIGGINS		0.001		69.905		8950		Dallas
US-TX		DELOZIER		0.001		69.906		8951		Austin
US-TX		DEJONG		0.001		69.908		8952		Houston
US-TX		DANFORD		0.001		69.909		8953		Austin
US-TX		CRIPPEN		0.001		69.91		8954		Dallas
US-TX		COPPAGE		0.001		69.911		8955		Houston
US-TX		COGSWELL		0.001		69.913		8956		Houston
US-TX		CLARDY		0.001		69.914		8957		Houston
US-TX		CIOFFI		0.001		69.915		8958		Dallas
US-TX		CABE		0.001		69.916		8959		Austin
US-TX		BRUNETTE		0.001		69.918		8960		Houston
US-TX		BRESNAHAN		0.001		69.919		8961		Houston
US-TX		BRAMBLE		0.001		69.92		8962		Austin
US-TX		BLOMQUIST		0.001		69.921		8963		Austin
US-TX		BLACKSTONE		0.001		69.922		8964		Houston
US-TX		BILLER		0.001		69.924		8965		Dallas
US-TX		BEVIS		0.001		69.925		8966		Dallas
US-TX		BEVAN		0.001		69.926		8967		Dallas
US-TX		BETHUNE		0.001		69.927		8968		Houston
US-TX		BENBOW		0.001		69.929		8969		Austin
US-TX		BATY		0.001		69.93		8970		Dallas
US-TX		BASINGER		0.001		69.931		8971		Austin
US-TX		BALCOM		0.001		69.932		8972		Houston
US-TX		ANDES		0.001		69.933		8973		Houston
US-TX		AMAN		0.001		69.935		8974		Houston
US-TX		AGUERO		0.001		69.936		8975		Dallas
US-TX		ADKISSON		0.001		69.937		8976		Dallas
US-TX		YANDELL		0.001		69.938		8977		Dallas
US-TX		WILDS		0.001		69.94		8978		Dallas
US-TX		WHISENHUNT		0.001		69.941		8979		Dallas
US-TX		WEIGAND		0.001		69.942		8980		Austin
US-TX		WEEDEN		0.001		69.943		8981		Dallas
US-TX		VOIGHT		0.001		69.944		8982		Houston
US-TX		VILLAR		0.001		69.946		8983		Austin
US-TX		TROTTIER		0.001		69.947		8984		Houston
US-TX		TILLETT		0.001		69.948		8985		Houston
US-TX		SUAZO		0.001		69.949		8986		Houston
US-TX		SETSER		0.001		69.95		8987		Dallas
US-TX		SCURRY		0.001		69.952		8988		Austin
US-TX		SCHUH		0.001		69.953		8989		Austin
US-TX		SCHRECK		0.001		69.954		8990		Houston
US-TX		SCHAUER		0.001		69.955		8991		Dallas
US-TX		SAMORA		0.001		69.956		8992		Austin
US-TX		ROANE		0.001		69.958		8993		Austin
US-TX		RINKER		0.001		69.959		8994		Houston
US-TX		REIMERS		0.001		69.96		8995		Austin
US-TX		REASON		0.001		69.961		8996		Austin
US-TX		RATCHFORD		0.001		69.962		8997		Houston
US-TX		POPOVICH		0.001		69.964		8998		Dallas
US-TX		PARKIN		0.001		69.965		8999		Austin
US-TX		NICHOL		0.001		69.966		9000		Houston
US-TX		NATAL		0.001		69.967		9001		Dallas
US-TX		MELVILLE		0.001		69.969		9002		Austin
US-TX		MCBRYDE		0.001		69.97		9003		Austin
US-TX		MAGDALENO		0.001		69.971		9004		Dallas
US-TX		LOEHR		0.001		69.972		9005		Houston
US-TX		LOCKMAN		0.001		69.973		9006		Austin
US-TX		LINGO		0.001		69.975		9007		Austin
US-TX		LEDUC		0.001		69.976		9008		Houston
US-TX		LAROCCA		0.001		69.977		9009		Austin
US-TX		LAO		0.001		69.978		9010		Dallas
US-TX		LAMERE		0.001		69.979		9011		Austin
US-TX		LACLAIR		0.001		69.981		9012		Austin
US-TX		KRALL		0.001		69.982		9013		Austin
US-TX		KORTE		0.001		69.983		9014		Dallas
US-TX		KOGER		0.001		69.984		9015		Dallas
US-TX		JUMPER		0.001		69.985		9016		Houston
US-TX		JALBERT		0.001		69.987		9017		Houston
US-TX		HUGHS		0.001		69.988		9018		Houston
US-TX		HIGBEE		0.001		69.989		9019		Dallas
US-TX		HENTON		0.001		69.99		9020		Houston
US-TX		HEANEY		0.001		69.991		9021		Dallas
US-TX		HAITH		0.001		69.993		9022		Houston
US-TX		GUMP		0.001		69.994		9023		Houston
US-TX		GREESON		0.001		69.995		9024		Dallas
US-TX		GOODLOE		0.001		69.996		9025		Houston
US-TX		GHOLSTON		0.001		69.998		9026		Dallas
US-TX		GASPER		0.001		69.999		9027		Houston
US-TX		GAGLIARDI		0.001		70		9028		Austin
US-TX		FREGOSO		0.001		70.001		9029		Dallas
US-TX		FARTHING		0.001		70.002		9030		Austin
US-TX		FABRIZIO		0.001		70.004		9031		Austin
US-TX		ENSOR		0.001		70.005		9032		Houston
US-TX		ELSWICK		0.001		70.006		9033		Dallas
US-TX		ELGIN		0.001		70.007		9034		Dallas
US-TX		EKLUND		0.001		70.008		9035		Houston
US-TX		EADDY		0.001		70.01		9036		Dallas
US-TX		DROUIN		0.001		70.011		9037		Austin
US-TX		DORTON		0.001		70.012		9038		Dallas
US-TX		DIZON		0.001		70.013		9039		Austin
US-TX		DEROUEN		0.001		70.014		9040		Houston
US-TX		DELIA		0.001		70.016		9041		Austin
US-TX		DEHERRERA		0.001		70.017		9042		Austin
US-TX		DAVY		0.001		70.018		9043		Houston
US-TX		DARK		0.001		70.019		9044		Austin
US-TX		DAMPIER		0.001		70.02		9045		Dallas
US-TX		CULLUM		0.001		70.022		9046		Houston
US-TX		CULLEY		0.001		70.023		9047		Dallas
US-TX		COWGILL		0.001		70.024		9048		Houston
US-TX		CARDOSO		0.001		70.025		9049		Austin
US-TX		CARDINALE		0.001		70.027		9050		Austin
US-TX		BRODSKY		0.001		70.028		9051		Dallas
US-TX		BROADBENT		0.001		70.029		9052		Austin
US-TX		BRIMMER		0.001		70.03		9053		Austin
US-TX		BRICENO		0.001		70.031		9054		Houston
US-TX		BRANSCUM		0.001		70.033		9055		Dallas
US-TX		BOLYARD		0.001		70.034		9056		Houston
US-TX		BOLEY		0.001		70.035		9057		Dallas
US-TX		BENNINGTON		0.001		70.036		9058		Austin
US-TX		BEADLE		0.001		70.037		9059		Houston
US-TX		BAUR		0.001		70.039		9060		Dallas
US-TX		BALLENTINE		0.001		70.04		9061		Dallas
US-TX		AZURE		0.001		70.041		9062		Austin
US-TX		AULTMAN		0.001		70.042		9063		Dallas
US-TX		AUGUSTUS		0.001		70.043		9064		Houston
US-TX		ASUNCION		0.001		70.045		9065		Houston
US-TX		ARCINIEGA		0.001		70.046		9066		Dallas
US-TX		AGUILA		0.001		70.047		9067		Houston
US-TX		ACEVES		0.001		70.048		9068		Dallas
